DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
124	0.985	0.1504	0.0	0.1891	0.3793	0.4038	0
93	0.529	0.9419	0.0	0.3959	0.0019	0.0277	0
41	0.4611	0.0299	0.0	0.6101	0.0741	0.1741	0
115	0.7249	1.1269	0.0	0.4902	0.2436	0.0552	0
72	1.1545	0.309	0.0	0.418	0.4649	0.2049	0
47	0.8455	0.309	0.0	0.2553	0.3057	0.4375	0
585	1.1332	0.2664	0.0	0.2553	0.2874	0.459	1
54	1.3455	0.3455	0.0	0.0	0.1512	0.2766	1
69	0.7249	0.257	0.0	0.0	0.1509	0.2753	0
86	0.8952	0.5475	0.0	0.6019	0.0878	0.2454	0
19	1.1353	0.2857	0.0	0.6038	0.1413	0.3263	0
105	0.8952	0.5475	1.0	0.5586	0.4786	0.1871	0
10	0.912	0.4848	1.0	0.6441	0.4131	0.2518	1
171	1.5988	0.6869	1.0	0.4093	0.3002	0.4133	1
977	1.2962	0.8445	1.0	0.7161	0.0945	0.0945	0
28	0.7249	0.257	0.0	0.5759	0.4505	0.4789	0
10	0.9288	0.1425	0.0	0.4595	0.4941	0.3185	0
32	1.1457	0.0393	0.0	0.193	0.4453	0.4412	0
3	0.7725	1.5988	0.0	0.231	0.0931	0.1247	0
19	1.1457	0.0393	0.0	0.3464	0.1886	0.3633	0
10	0.4271	0.4848	1.0	0.6437	0.3172	0.4088	0
67	1.471	0.9419	0.0	0.2066	0.0607	0.0676	1
14	1.062	0.1501	0.0	0.329	0.3558	0.3527	0
80	1.062	0.1501	0.0	0.1887	0.409	0.2162	0
39	1.2063	0.1058	0.0	0.5236	0.428	0.1777	1
22	0.985	0.1504	0.0	0.9647	0.1233	0.1253	0
49	1.2698	0.0212	0.0	1.2446	0.4371	0.0946	0
251	0.4679	1.3839	0.0	0.0336	0.2428	0.1729	0
10	0.7904	0.3832	1.0	0.8718	0.0212	0.1381	0
98	1.5988	0.5368	1.0	0.3912	0.496	0.371	0
37	1.8517	1.1269	0.0	0.1042	0.1892	0.3536	0
553	0.7725	1.5988	0.0	0.181	0.299	0.2405	0
5	1.2962	0.1506	0.0	0.5903	0.436	0.2617	0
32	0.912	0.1501	0.0	0.3785	0.0832	0.078	0
32	1.5988	0.5368	1.0	0.3785	0.0832	0.078	0
17	1.0835	0.3251	0.0	0.2051	0.3424	0.2935	0
32	0.7725	1.5988	0.0	0.2293	0.3152	0.082	1
78							0
8	1.0835	0.5756	0.0	0.0	0.459	0.1583	1
471	0.9026	0.2219	0.0	0.2106	0.3031	0.1076	0
23	1.3095	0.185	1.0	0.4194	0.1777	0.3285	0
7	1.0	0.3455	1.0	0.6111	0.4062	0.2499	1
13	2.3713	1.5988	0.0	0.0	0.4262	0.0883	0
61	0.7249	0.257	0.0	0.2579	0.0213	0.422	0
8	1.1332	0.2664	0.0	0.3247	0.0061	0.4757	0
29	1.0	0.0	0.0	0.0	0.0059	0.4826	1
2	0.985	0.1504	0.0	0.3445	0.2886	0.1623	0
13	0.4517	0.6547	1.0	0.5263	0.1355	0.2919	0
68	0.9288	0.1425	0.0	0.9127	0.1689	0.343	1
29	0.985	0.4361	1.0	0.235	0.4847	0.1646	0
53	0.4762	0.6243	1.0	0.4474	0.4646	0.2741	1
26	1.0	0.0	0.0	0.266	0.3859	0.3673	0
5	0.4679	1.3839	0.0	0.0	0.0532	0.2725	0
53	0.912	0.1501	0.0	0.598	0.0283	0.2169	0
22	1.5988	1.1717	1.0	0.8676	0.4851	0.3709	1
46	1.0	0.3455	1.0	0.8676	0.4761	0.3826	1
30	1.1353	0.2857	0.0	0.8676	0.4083	0.4705	0
118	1.1457	0.6939	1.0	0.8676	0.336	0.4353	1
255	1.062	0.5368	0.0	0.2803	0.0559	0.3949	0
47	0.4679	1.3839	0.0	0.8092	0.4173	0.3389	0
10	0.4311	0.7425	0.0	0.2545	0.0204	0.2326	1
27	1.1245	0.185	0.0	0.6502	0.1383	0.1687	0
9	0.985	0.1504	0.0	0.8267	0.0857	0.1423	0
181	0.529	0.9419	0.0	0.3279	0.3744	0.2076	0
35	1.2063	0.5503	0.0	0.4928	0.223	0.0692	0
51	0.529	0.9419	0.0	0.8154	0.222	0.1823	0
1	1.1064	0.0393	0.0	0.3358	0.0751	0.3044	0
47	0.7249	0.257	0.0	0.3871	0.309	0.249	0
72	1.1245	0.185	0.0	0.3912	0.3825	0.0982	0
737	0.9296	0.1407	1.0	0.5492	0.348	0.384	1
53	1.062	0.5368	0.0	0.5135	0.0006	0.0185	0
156	1.062	0.5368	1.0	0.4844	0.0318	0.3163	1
473	1.062	0.6349	1.0	0.5288	0.0203	0.4129	0
674	0.8952	0.5475	0.0	0.5288	0.0193	0.4426	1
854	1.1457	0.1506	1.0	0.5288	0.0184	0.4692	0
1022	0.8385	0.3231	1.0	0.5288	0.0175	0.494	1
1169	0.7249	0.257	0.0	0.5288	0.0168	0.4841	0
1175	1.062	0.5368	0.0	0.5288	0.0167	0.4832	1
2	1.0	0.3455	0.0	0.7022	0.2729	0.1181	0
43	0.3255	0.5771	1.0	0.5041	0.0346	0.4208	0
96	1.062	0.5368	1.0	0.5041	0.0348	0.4296	0
8	1.0835	0.3251	0.0	0.931	0.2965	0.2948	1
68	1.1245	0.185	0.0	0.711	0.3518	0.2822	1
12	0.4611	0.3114	0.0	0.6405	0.4292	0.1291	0
8	0.7904	0.3832	0.0	0.0	0.483	0.2422	0
97	0.6545	0.3455	0.0	0.3801	0.2438	0.1227	1
57	1.1245	0.2219	0.0	0.5339	0.4407	0.1516	0
36	1.1064	0.0393	0.0	0.3868	0.495	0.2493	1
116	0.7904	1.5808	0.0	0.4271	0.4616	0.2976	0
2	1.0	0.0	0.0	0.2353	0.436	0.3481	0
29	0.8873	0.2255	0.0	0.5231	0.3432	0.406	0
53	1.0	0.3455	0.0	0.5231	0.3432	0.4106	0
8	0.8668	0.2664	0.0	0.5251	0.3006	0.4248	1
17	0.985	0.4361	0.0	0.3464	0.1888	0.4645	0
5	1.0	0.0	0.0	0.2899	0.1409	0.4098	0
53	0.4311	1.9401	0.0	0.3002	0.0166	0.3275	0
149080							0
11	0.8668	0.2664	0.0	0.3078	0.1946	0.4116	1
4	0.985	0.1504	0.0	0.2639	0.288	0.0436	0
530	0.7904	0.3832	1.0	0.4738	0.0332	0.2022	0
521	0.529	0.9419	0.0	0.3105	0.466	0.3337	0
225	0.4586	0.9624	1.0	0.3105	0.4589	0.2257	0
1	0.8668	0.2664	0.0	0.4839	0.279	0.0274	1
70	0.4762	0.6243	0.0	0.3875	0.2894	0.0399	1
33	0.8873	0.2255	0.0	0.3948	0.4003	0.1221	0
55	0.529	0.9419	0.0	0.3888	0.2981	0.3933	0
1	1.0582	0.1163	0.0	0.3888	0.2976	0.4013	0
58	0.4679	1.3839	0.0	0.2823	0.0783	0.2965	0
30	0.3255	0.5771	1.0	0.3147	0.0038	0.057	0
67	1.2698	0.0635	1.0	0.3147	0.0034	0.0515	0
25	0.912	0.4848	1.0	0.6764	0.0844	0.4658	0
23	0.6545	0.3455	0.0	0.1833	0.1211	0.4834	1
37	0.8385	0.3231	1.0	0.1461	0.1887	0.2096	1
35	0.985	0.1504	0.0	0.5275	0.3231	0.2071	0
62	1.1127	0.2255	0.0	0.5806	0.1012	0.3016	1
67	0.7249	0.257	0.0	0.3858	0.1634	0.4506	0
9	1.1245	0.2219	0.0	0.4348	0.1978	0.263	0
36	0.985	0.1504	0.0	0.3186	0.1443	0.1849	0
34	1.1245	0.2219	0.0	0.3309	0.1263	0.1679	0
61	1.062	0.5368	0.0	0.1656	0.3447	0.2485	0
82	1.1353	0.6767	1.0	0.413	0.0623	0.1624	1
225	0.912	0.1501	0.0	0.6132	0.2749	0.2749	0
318	1.291	0.0212	0.0	0.4356	0.0309	0.3966	0
225	0.4311	0.7425	1.0	0.4356	0.0325	0.418	0
14	0.9138	0.1724	0.0	0.4142	0.158	0.1134	0
112	0.6561	0.5503	0.0	0.556	0.0505	0.1906	0
22	0.4679	1.3839	0.0	0.556	0.0658	0.2486	0
8							0
37	0.985	0.4361	0.0	0.5218	0.1263	0.4077	0
87	0.6561	0.5503	0.0	0.8871	0.0498	0.4695	0
66	0.985	0.4361	1.0	0.8871	0.0521	0.492	0
64	1.062	0.5368	0.0	0.5068	0.4941	0.2675	0
63	1.1545	0.309	0.0	0.6258	0.3203	0.1078	0
2	1.062	0.1501	0.0	0.465	0.1665	0.3163	0
29	0.4762	0.6243	0.0	0.4667	0.4685	0.1497	0
48	1.2063	0.5503	0.0	0.8936	0.2733	0.3527	0
3	0.6545	0.6909	1.0	0.2382	0.1749	0.1041	0
23	1.062	0.5368	1.0	0.7653	0.1295	0.3715	0
270	0.6545	0.6909	1.0	0.449	0.0262	0.372	0
26497	1.1064	0.0393	0.0	0.175	0.0852	0.0852	0
26311	0.4311	1.9401	0.0	0.175	0.232	0.232	0
25680	0.7725	1.5988	0.0	0.175	0.2691	0.2691	0
58	0.4311	1.9401	0.0	0.2946	0.4917	0.0245	1
319	1.062	0.1501	0.0	0.2946	0.4862	0.0668	0
514	1.4086	0.3251	0.0	0.2946	0.4697	0.0983	0
1372	1.062	0.5368	0.0	0.2946	0.3973	0.2374	1
1732	1.1064	0.6547	1.0	0.2946	0.3669	0.2957	0
1909	0.8668	0.2664	0.0	0.2946	0.3519	0.3244	0
2023	1.062	0.1501	0.0	0.2946	0.3423	0.3428	0
1454							0
1073							0
48	1.1457	0.1506	0.0	0.2676	0.1102	0.1414	0
54	0.9138	0.1724	1.0	0.5825	0.0458	0.3937	0
29	1.1064	0.6547	1.0	0.4346	0.0017	0.0227	0
67	0.6545	0.6909	1.0	0.4346	0.0063	0.0855	0
20	1.0835	0.3251	1.0	0.5297	0.0255	0.3448	0
73	1.8517	0.8962	0.0	0.5445	0.3257	0.2788	0
815	1.0835	0.3251	0.0	0.5566	0.0022	0.1808	0
269	0.4762	0.6243	1.0	0.5533	0.0053	0.435	0
44	0.9418	0.1163	1.0	0.697	0.0943	0.4182	1
1635	1.1353	0.6767	1.0	0.2779	0.1247	0.4754	0
1794	1.1245	0.185	0.0	0.2779	0.1248	0.4544	0
732	1.062	0.5368	1.0	0.2779	0.1262	0.2893	0
27	0.4611	0.3114	0.0	0.3419	0.2106	0.1431	0
18	1.0862	0.1724	1.0	0.3419	0.2106	0.142	0
188	1.1737	1.1976	1.0	0.2791	0.001	0.0243	1
66	0.7725	0.3114	0.0	0.1124	0.4364	0.1297	0
4	1.0835	0.3251	0.0	0.1731	0.4526	0.1381	0
27	1.0712	0.1425	0.0	0.6787	0.1309	0.2413	0
28	0.9418	0.1163	1.0	0.5903	0.394	0.42	0
4	0.6545	0.3455	0.0	0.1897	0.4634	0.2696	0
53	0.8668	0.2664	0.0	0.1748	0.3177	0.2391	0
889	1.1353	0.1504	0.0	0.1995	0.3666	0.4682	0
33	1.1353	0.6767	1.0	0.1995	0.3921	0.1635	0
27	0.9418	0.1163	1.0	0.1483	0.1982	0.4138	0
37	0.529	0.9419	0.0	0.1489	0.3484	0.2514	0
49							1
40	1.1615	0.3231	0.0	0.3639	0.4819	0.2079	0
43	1.1457	0.0393	0.0	0.0	0.4118	0.4196	0
25	1.1615	0.3231	0.0	0.1854	0.0816	0.4084	0
48	1.1457	0.0393	0.0	0.3469	0.0499	0.3439	0
146	0.7904	0.3832	0.0	0.1905	0.0061	0.2554	0
50	1.0582	0.1163	1.0	0.4222	0.036	0.1194	1
182	1.1064	0.0393	0.0	0.4707	0.4213	0.4048	0
563	0.529	0.9419	0.0	0.4707	0.429	0.4656	0
321	0.6545	0.6909	0.0	0.2403	0.4974	0.3248	0
111	1.062	0.1501	0.0	0.2403	0.4932	0.2914	0
346	1.1245	0.185	0.0	0.3873	0.3951	0.2187	0
36	1.062	0.1501	0.0	0.7078	0.4672	0.427	0
17	1.471	0.9419	0.0	0.0	0.0284	0.1253	0
171	0.4679	0.4876	0.0	0.3315	0.3657	0.1673	1
86							1
35							0
123							0
33							0
17							0
74							0
41							1
68							0
71							0
33							1
13	0.985	0.1504	0.0	0.5048	0.1139	0.1197	0
66	0.4517	0.6939	1.0	0.3101	0.1981	0.1648	0
741	0.6545	0.6909	0.0	0.2838	0.0159	0.309	0
75	0.9026	0.2219	0.0	0.0862	0.0549	0.2173	0
61	0.6545	0.6909	1.0	0.263	0.0629	0.2255	0
14	1.1127	0.2255	0.0	0.373	0.0667	0.2594	0
54	0.4311	0.7425	1.0	0.3699	0.1337	0.3743	0
17	1.0	0.3455	0.0	0.3176	0.143	0.4247	1
75	0.4762	0.6243	1.0	0.5507	0.2478	0.4353	0
62	1.0582	0.1163	0.0	0.3836	0.3065	0.3792	0
44	1.0	0.3455	0.0	0.2699	0.3203	0.3712	1
121	0.985	0.1504	0.0	0.1541	0.3349	0.3282	0
97	2.3713	1.9401	0.0	0.1541	0.3349	0.3268	1
10	0.9288	0.1425	0.0	0.2476	0.3352	0.3115	0
50	0.6545	0.3455	0.0	0.1738	0.399	0.2233	1
61	0.4311	0.0299	0.0	0.7117	0.4355	0.1403	1
43	1.1457	0.0393	0.0	0.44	0.0103	0.1775	0
10	0.5079	0.5756	0.0	0.3065	0.4794	0.4059	1
221	0.4762	0.6243	1.0	0.4141	0.0399	0.4075	1
11	0.8873	0.2255	1.0	0.442	0.0886	0.3823	1
553	0.3255	0.984	1.0	0.2428	0.1065	0.3035	0
305	0.8385	0.3231	1.0	0.2428	0.1146	0.1821	0
16	1.1127	0.2255	0.0	0.0	0.0545	0.2828	1
74	1.062	0.1501	0.0	0.2323	0.1008	0.2194	0
335	2.3713	1.5808	0.0	0.1822	0.091	0.2872	1
32	0.7904	0.3593	0.0	0.2264	0.0611	0.3665	1
484	1.1737	0.7425	1.0	0.2876	0.0475	0.206	1
56	0.529	0.9419	0.0	0.1277	0.0412	0.4949	1
28	1.1353	0.6767	1.0	0.837	0.1176	0.3546	1
56	1.1245	0.2219	0.0	0.236	0.0378	0.1368	0
480	1.471	0.9419	0.0	0.2291	0.2174	0.2407	0
396	1.1127	0.2255	1.0	0.2291	0.2235	0.2192	0
117	0.4611	0.3114	0.0	0.2291	0.2439	0.1479	0
17	0.912	0.1501	0.0	0.2272	0.3776	0.2268	0
20	0.8668	0.2664	0.0	0.1487	0.0296	0.467	0
50	1.0835	0.5756	0.0	0.4513	0.2814	0.1051	0
4	0.4517	0.6547	1.0	0.0	0.4729	0.2284	0
297	1.1353	0.2857	0.0	0.2566	0.2099	0.3876	0
945	1.0582	0.1163	0.0	0.2566	0.2003	0.4534	0
1218	0.8455	0.309	0.0	0.2566	0.1963	0.4811	0
823	0.8952	0.5475	0.0	0.2566	0.1786	0.3974	0
535	1.1545	0.309	0.0	0.2566	0.1743	0.3681	0
7	0.5079	0.9007	0.0	0.6763	0.1962	0.2002	1
43	1.1457	0.1506	0.0	0.175	0.2494	0.2529	1
52	1.1457	0.1506	1.0	0.5072	0.2503	0.2584	0
13	0.5079	0.5756	0.0	0.2083	0.3046	0.3129	0
3	1.0582	0.1163	1.0	0.415	0.3086	0.3224	1
10	1.0835	0.3251	0.0	1.3095	0.3344	0.384	0
63	0.4517	0.6939	1.0	0.3649	0.3652	0.4256	0
45	0.9418	0.1163	1.0	0.3241	0.4286	0.431	0
121	0.4271	1.1717	1.0	0.2122	0.4999	0.4345	0
43	0.7904	0.3593	0.0	0.1706	0.4312	0.473	1
61	1.1353	0.6767	1.0	0.4207	0.4291	0.4622	1
11	1.0704	0.1407	0.0	0.2615	0.4145	0.3715	0
50	1.062	0.5368	0.0	0.4656	0.3768	0.4188	0
21	2.3713	1.9401	0.0	0.1862	0.3686	0.4121	0
13	0.4586	0.6767	1.0	0.0	0.3179	0.3397	0
37	0.529	0.9419	0.0	0.352	0.2774	0.2624	1
52	1.1457	0.1506	1.0	0.2254	0.2743	0.2516	0
147	0.8668	0.2664	0.0	0.4301	0.2265	0.175	0
2	0.912	0.4848	1.0	0.1827	0.0849	0.1203	0
20	0.9026	0.5771	1.0	0.7652	0.105	0.1176	1
25	1.291	0.0212	0.0	0.4048	0.1039	0.297	0
6	1.0835	0.3251	0.0	0.1161	0.0985	0.3024	0
58	0.9288	0.1425	0.0	0.1994	0.0423	0.4343	0
52	1.2698	0.0635	1.0	0.8381	0.0968	0.3508	0
393941	0.985	0.4361	1.0	0.8423	0.3032	0.3032	0
25	2.3713	1.9401	0.0	0.2049	0.3349	0.2556	1
3	1.8517	1.3839	0.0	0.3913	0.0264	0.3468	0
341	1.4427	0.5475	0.0	0.1958	0.0206	0.3068	0
208							0
175							1
11	0.985	0.1504	0.0	0.6691	0.4281	0.4039	0
292	0.529	0.9419	0.0	0.7014	0.3787	0.2815	1
12	1.0	0.0	0.0	0.35	0.1017	0.3021	0
594	0.4762	0.6243	0.0	0.2118	0.0208	0.3561	0
39	1.062	0.5368	0.0	0.5037	0.2921	0.3312	0
10	0.7904	0.3832	0.0	0.1844	0.2193	0.2459	0
179	0.7725	0.3114	0.0	0.1235	0.3323	0.1905	0
410	0.4311	0.7425	0.0	0.2776	0.0378	0.495	0
82	0.985	0.4361	1.0	0.5614	0.0056	0.0742	0
6	2.3713	1.1976	0.0	0.2132	0.0712	0.1807	0
77	1.2698	0.0212	0.0	0.2732	0.1741	0.1233	0
116	0.912	0.1501	0.0	0.3882	0.2303	0.1016	0
26	1.1245	0.2219	0.0	0.3286	0.2132	0.3715	0
20	1.1245	0.2219	0.0	0.0	0.0184	0.3521	0
44	0.7249	0.257	0.0	0.0	0.4079	0.2428	1
28	1.1245	0.185	0.0	0.0	0.4068	0.208	0
30	1.1545	0.309	0.0	0.3924	0.464	0.0944	0
72	0.7725	1.5988	0.0	0.4237	0.2107	0.375	0
17	1.2962	0.1899	1.0	0.1492	0.4886	0.0468	1
110	1.3455	0.3455	0.0	0.333	0.2623	0.1479	0
68	1.0835	0.5756	0.0	0.4189	0.2352	0.1878	0
122	0.912	0.4848	1.0	0.4189	0.2348	0.2002	0
76	1.5988	0.5368	0.0	0.2468	0.2291	0.2266	0
1	0.8668	0.2664	0.0	0.2468	0.2288	0.2366	0
16	0.8668	0.2664	0.0	0.7692	0.1772	0.3832	0
87	0.4586	0.5263	1.0	0.541	0.1363	0.4448	0
283	0.529	0.9419	0.0	0.301	0.0106	0.3729	0
124	1.1332	0.2664	0.0	0.2781	0.0044	0.1616	0
68	1.1245	0.2219	0.0	0.2018	0.0961	0.2986	0
155	0.985	0.1504	0.0	0.2137	0.105	0.4205	0
23	1.8517	1.3839	0.0	0.6103	0.1818	0.4422	1
30	1.1545	0.309	0.0	0.8133	0.3706	0.3164	0
8	1.0582	0.1163	1.0	0.1507	0.4302	0.1057	1
188	1.1245	0.185	0.0	0.3508	0.3671	0.2373	1
78	1.3455	0.3455	0.0	0.0	0.3442	0.4821	0
75	0.7904	0.3832	1.0	0.4338	0.4917	0.4177	0
26	1.1457	0.0393	0.0	0.2973	0.3692	0.2877	0
5	0.4517	0.6547	1.0	0.2567	0.3408	0.2802	0
4	0.6545	0.6909	0.0	0.2278	0.2927	0.2507	0
69	0.6561	0.6349	1.0	0.2976	0.2144	0.2189	0
34	1.1332	0.2664	0.0	0.1647	0.1932	0.1955	0
164	0.7904	0.3832	1.0	0.381	0.043	0.0378	0
95	0.8455	0.309	0.0	0.381	0.0425	0.0299	0
77	1.062	0.6349	1.0	0.9037	0.0007	0.0104	0
20	0.8455	0.309	0.0	0.404	0.1871	0.4199	0
77	1.0712	0.1425	0.0	0.2197	0.3551	0.4108	0
156	1.1332	0.2664	0.0	0.315	0.3657	0.4101	0
169	1.1064	0.1899	0.0	0.3378	0.0632	0.4897	0
160	0.7904	0.3832	1.0	0.3378	0.0631	0.4853	0
70	1.1457	0.1506	1.0	0.8673	0.3211	0.4269	1
27	0.9418	0.1163	0.0	0.5741	0.4597	0.457	0
5	1.3455	0.6909	0.0	0.0	0.3131	0.1909	1
18	1.1064	0.0393	0.0	0.2745	0.2337	0.2781	0
67	1.0704	0.1407	1.0	0.4788	0.225	0.3043	0
45	0.985	0.1504	0.0	0.1848	0.2228	0.339	0
108	1.1353	0.1504	0.0	0.2211	0.0781	0.4959	1
78	0.4311	0.3593	0.0	0.5859	0.0584	0.4449	0
80	1.4211	0.2857	1.0	0.3744	0.4774	0.3213	0
25	0.4586	0.6767	1.0	0.0	0.4321	0.2636	1
81	0.529	0.9419	0.0	0.3154	0.0043	0.1115	0
15	0.8873	0.2255	1.0	0.3478	0.0586	0.2475	1
105	1.1332	0.2664	0.0	0.0	0.0038	0.0544	0
21	0.7904	0.3832	0.0	0.2583	0.3	0.4211	1
34	0.8455	0.309	0.0	0.6299	0.0159	0.2278	0
38	0.7249	0.257	0.0	0.1581	0.3109	0.1836	0
9	2.3713	1.5988	0.0	0.57	0.1932	0.1978	0
129	0.9026	0.2219	0.0	0.2665	0.0012	0.132	0
107	0.985	0.1504	0.0	0.6885	0.1368	0.4894	1
77	1.1457	0.1506	1.0	0.4333	0.3139	0.181	0
1187	0.8873	0.2255	0.0	0.2835	0.0235	0.3356	0
590	0.4271	0.4848	1.0	0.2835	0.0281	0.204	1
362	1.1353	0.1504	0.0	0.2835	0.0299	0.1537	0
248	1.1127	0.2255	0.0	0.2835	0.0308	0.1286	1
203	1.1245	0.185	1.0	0.2835	0.0311	0.1186	0
19	0.8668	0.2664	0.0	0.6528	0.0127	0.1625	0
37	1.1332	0.2664	0.0	0.2947	0.2654	0.4638	1
156	1.5988	1.1717	1.0	0.8692	0.0045	0.2413	0
94	1.1457	0.0393	0.0	0.3898	0.2389	0.2284	0
96	0.4311	1.9401	0.0	0.3898	0.2392	0.2187	0
201	0.9138	0.1724	0.0	0.1894	0.0058	0.1849	0
58	0.7725	1.5988	0.0	0.1894	0.0083	0.2648	0
30	1.1353	0.1504	0.0	0.0	0.3162	0.4073	0
3	0.9418	0.1163	0.0	0.2342	0.0429	0.456	0
40	1.0712	0.1425	1.0	0.3319	0.0839	0.4938	0
38	0.985	0.1504	0.0	0.1745	0.2267	0.4339	1
1	0.4311	1.9401	0.0	0.1415	0.3752	0.324	0
95	0.7904	0.3832	0.0	0.2306	0.3546	0.1426	0
22	0.9418	0.1163	0.0	0.3382	0.139	0.0791	0
14	0.5079	0.5756	0.0	0.2857	0.1676	0.1203	1
6	2.3713	1.9401	0.0	0.3167	0.2039	0.1735	0
13	0.529	0.9419	0.0	0.4272	0.3012	0.2663	1
39	0.7904	0.3593	0.0	0.4121	0.4845	0.3336	1
31	0.7725	1.5988	0.0	0.0	0.1187	0.4701	0
207	0.985	0.1504	0.0	0.2799	0.4861	0.2127	0
12	1.0835	0.3251	0.0	0.6818	0.1323	0.342	0
79	0.7904	0.3593	0.0	0.0	0.4285	0.3155	0
48	1.4211	0.4361	1.0	0.3768	0.1578	0.1336	0
68	1.062	0.5368	0.0	0.3313	0.1021	0.0844	0
428	0.9026	0.2219	0.0	0.3194	0.0335	0.3522	1
44	0.6545	0.3455	0.0	0.3257	0.0595	0.4107	0
21	0.5079	0.5756	0.0	0.5426	0.2735	0.4546	1
34	1.4086	0.3251	1.0	0.3287	0.2914	0.4479	1
104	0.4679	0.257	0.0	0.1041	0.3821	0.2749	0
51	0.8385	0.3231	1.0	0.3519	0.3701	0.2518	0
22	0.985	0.1504	0.0	0.5797	0.3412	0.2648	0
644	1.062	0.1501	0.0	0.2739	0.0223	0.4133	0
302	0.9288	0.1425	0.0	0.2739	0.0242	0.4484	1
23	1.1332	0.2664	0.0	0.0	0.4723	0.2494	0
800	1.1332	0.2664	0.0	0.1692	0.0273	0.3164	0
58	1.0835	0.5756	0.0	0.0644	0.3454	0.3707	0
78	1.062	0.1501	0.0	0.0644	0.349	0.329	0
135	1.2698	0.0635	1.0	0.2972	0.0411	0.0286	0
17	0.8385	0.3231	0.0	0.3705	0.3332	0.05	0
14	1.1064	0.0393	0.0	0.5123	0.132	0.0524	0
3	0.7249	0.2306	0.0	0.3578	0.0514	0.0836	0
1749	0.912	0.1501	0.0	0.2555	0.0416	0.2377	0
2091	1.0	0.0	0.0	0.2555	0.0407	0.2647	0
2406	0.912	0.1501	0.0	0.2555	0.0398	0.2896	0
2673	0.9026	0.2219	0.0	0.2555	0.0391	0.3107	0
3288	0.8668	0.2664	0.0	0.2555	0.0374	0.3592	0
3582	0.8668	0.2664	0.0	0.2555	0.0366	0.3824	0
4167	0.5079	0.5756	0.0	0.2555	0.0351	0.4285	0
4215	0.9026	0.2219	0.0	0.2555	0.0349	0.4323	0
4596	0.985	0.1504	0.0	0.2555	0.0339	0.4624	0
4526	0.7249	0.257	0.0	0.2555	0.0332	0.4828	0
3671	1.1064	0.0393	0.0	0.2555	0.0309	0.4497	0
3560	0.8455	0.309	0.0	0.2555	0.0306	0.4409	0
2915	0.912	0.1501	0.0	0.2555	0.0289	0.39	1
2903	1.1127	0.2255	0.0	0.2555	0.0288	0.3891	0
2902	0.6561	0.6349	1.0	0.2555	0.0288	0.389	0
2402	1.1737	0.7425	1.0	0.2555	0.0275	0.3496	0
1784	1.1332	0.2664	0.0	0.2555	0.0258	0.3008	0
1487	0.4311	0.3593	0.0	0.2555	0.025	0.2774	0
1439	0.985	0.1504	0.0	0.2555	0.0249	0.2736	0
815	0.912	0.1501	0.0	0.2555	0.0232	0.2243	0
770	1.0835	0.3251	0.0	0.2555	0.0231	0.2208	0
623	1.2698	0.0212	0.0	0.2555	0.0227	0.2092	0
242	0.3255	0.5771	1.0	0.2555	0.0217	0.1791	1
247	1.4427	0.5475	1.0	0.129	0.0044	0.4857	0
1222	1.1353	0.1504	0.0	0.129	0.0018	0.1983	0
1255	1.0582	0.1163	0.0	0.129	0.0017	0.1886	1
20	0.8668	0.2664	0.0	0.0	0.3314	0.2593	0
50	0.7249	0.257	0.0	0.0	0.3731	0.1941	0
96	0.912	0.1501	0.0	0.2302	0.0073	0.165	0
67	1.5988	0.6869	0.0	0.2516	0.0877	0.3146	0
40	0.8668	0.2664	0.0	0.255	0.4516	0.361	0
37	1.471	0.9419	0.0	0.15	0.4689	0.319	0
54	0.7249	0.257	0.0	0.15	0.4692	0.3114	0
24	0.912	0.1501	0.0	0.155	0.1011	0.1878	0
35	0.9026	0.2219	0.0	0.5293	0.1097	0.2029	0
91	0.9418	0.1163	1.0	0.6188	0.2594	0.4067	1
23	1.1245	0.185	1.0	0.6352	0.2757	0.4238	0
11	1.1064	0.0393	0.0	0.84	0.3045	0.4419	0
227	0.6545	0.6909	0.0	0.2686	0.3395	0.439	0
95	0.6561	0.1799	0.0	0.5819	0.3502	0.4186	1
92	1.0835	0.3251	0.0	0.5819	0.3502	0.4184	1
29	1.1245	0.2219	0.0	0.3704	0.3606	0.4108	0
86	1.2698	0.0212	0.0	0.307	0.368	0.3919	0
18	0.4679	1.3839	0.0	0.307	0.3685	0.3849	0
67	1.0	0.0	0.0	0.0	0.4221	0.3521	1
131	0.9138	0.1724	0.0	0.203	0.4842	0.2623	1
95	1.1457	0.1506	0.0	0.4036	0.4916	0.2102	0
14	0.7904	0.3832	1.0	0.7466	0.4389	0.1618	0
47	0.8668	0.2664	0.0	0.4638	0.3805	0.145	1
66	1.1457	0.0393	0.0	0.3251	0.3526	0.1029	1
964	0.4611	0.3114	0.0	0.3553	0.0135	0.0905	0
346	2.3713	1.9401	0.0	0.3553	0.0508	0.3413	0
16	0.9418	0.1163	1.0	0.2812	0.3121	0.4476	0
88	1.0712	0.1425	1.0	0.1409	0.4821	0.3746	1
66	1.3455	0.6909	1.0	0.15	0.3212	0.3015	0
1	1.4086	0.9007	0.0	0.9375	0.4359	0.2206	1
287	1.062	0.1501	0.0	0.1943	0.2888	0.1567	1
31							0
276	1.062	0.5368	0.0	1.0068	0.001	0.0338	0
