DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
53	1.0704	0.1407	1.0	0.3509	0.1015	0.3338	0
32275							0
41							1
8	0.912	0.4848	1.0	0.8627	0.0972	0.4692	0
8220	0.6545	0.6909	0.0	0.416	0.0986	0.1241	0
54	0.529	0.9419	0.0	0.6461	0.2832	0.34	0
33	1.2698	0.0212	0.0	0.1925	0.2759	0.163	0
382	1.1615	0.3231	0.0	0.3862	0.2673	0.4266	1
425	0.4762	0.6243	1.0	0.3622	0.4895	0.3041	0
54							0
38							0
1	0.4311	0.0299	0.0	0.2366	0.3051	0.1884	0
1521	1.0704	0.1407	0.0	0.2979	0.1877	0.362	0
286	0.7725	1.5988	0.0	0.5053	0.1663	0.2932	1
583	1.1064	0.6547	1.0	0.7146	0.0627	0.218	0
104							0
10	1.1353	0.6767	1.0	0.2776	0.4486	0.2807	0
102744	0.4271	0.6349	1.0	0.2901	0.1731	0.1731	0
12							0
121	0.7725	1.5988	0.0	0.1793	0.2031	0.4243	0
86	0.9418	0.1163	1.0	0.4932	0.2864	0.0882	1
1870	0.985	0.1504	0.0	0.2665	0.1847	0.2252	0
1302	0.8873	0.2255	1.0	0.3181	0.0931	0.4244	1
1770							0
42							0
285							0
7075	1.1457	0.1506	0.0	0.3799	0.2358	0.2358	0
904	0.4311	1.9401	0.0	0.8682	0.0077	0.2956	1
674	1.1332	0.2664	0.0	0.2723	0.0189	0.252	0
38							0
2883	0.7904	0.3832	1.0	0.2712	0.1254	0.2958	1
67	0.529	0.9419	0.0	0.4529	0.37	0.2103	0
60							0
136	1.0712	0.1425	1.0	0.5137	0.0095	0.4284	1
123	1.5988	0.5368	0.0	0.2184	0.3458	0.4232	0
16	1.0	0.0	0.0	0.5	0.454	0.4949	1
85	0.9418	0.1163	1.0	0.6448	0.4004	0.1303	0
22	1.0835	0.3251	0.0	0.7014	0.3284	0.1626	1
41							0
34	1.1353	0.6767	1.0	0.3749	0.311	0.2076	0
52							0
205							0
214940	0.9288	0.1425	0.0	0.2549	0.4621	0.4621	0
374							0
134	0.4762	0.6243	1.0	0.8297	0.0201	0.1005	1
18	1.3095	0.185	0.0	0.7656	0.1263	0.2175	0
224	0.9296	0.1407	0.0	0.549	0.1574	0.3672	1
612	0.9026	0.5771	1.0	0.2541	0.0303	0.0916	0
119	0.7249	0.2306	0.0	0.3181	0.1487	0.3625	0
74	1.1353	0.6767	1.0	0.2777	0.2284	0.1181	0
90							0
116	1.0835	0.3251	1.0	0.4262	0.1012	0.1012	0
13							0
199	0.9026	0.5771	1.0	0.2064	0.484	0.2836	0
38	1.0835	0.3251	1.0	0.3039	0.3062	0.2959	0
262	1.3095	0.185	0.0	0.4394	0.2653	0.2605	0
80	0.8952	0.5475	1.0	0.3029	0.1947	0.1302	0
1027	1.1615	0.3231	0.0	0.6394	0.0951	0.2108	0
470	1.1005	0.1058	0.0	0.158	0.1935	0.377	1
369							0
167	0.8455	0.309	0.0	0.6799	0.3753	0.466	0
20	0.9288	0.1425	0.0	0.651	0.1232	0.4056	0
2	0.912	0.6869	0.0	0.1262	0.0098	0.4533	0
149							0
50	1.0	0.0	0.0	0.0	0.216	0.2546	1
109							0
47							0
14	1.291	0.6349	1.0	0.8095	0.0079	0.2668	0
352576	0.4517	0.6547	1.0	0.6697	0.2389	0.2389	1
89	0.4517	0.6547	1.0	0.338	0.3734	0.3299	0
1865	1.1353	0.6767	1.0	0.5453	0.4798	0.4798	0
274							0
12	1.0835	0.3251	0.0	0.3304	0.2024	0.0887	1
117	1.0	0.0	0.0	0.3783	0.0604	0.4456	0
25	0.9418	0.1163	0.0	0.0786	0.1073	0.4799	0
765	0.9288	0.1425	1.0	0.2591	0.0024	0.1267	1
121	1.1457	0.1506	1.0	0.5983	0.3056	0.3056	0
25	0.8952	0.5475	1.0	0.7374	0.4526	0.0936	0
161							1
74							1
50	0.8455	0.309	0.0	0.2488	0.4804	0.2639	0
217427	1.1457	0.1506	0.0	0.2197	0.1484	0.1484	0
17							1
61	1.4211	0.4361	1.0	0.4655	0.4979	0.3175	1
59	1.0835	0.3251	0.0	0.3578	0.4015	0.4457	0
1016							0
83							0
90494	1.0	0.0	0.0	0.275	0.3311	0.3311	0
52							0
28723	1.0835	0.3251	1.0	0.2475	0.2086	0.2086	0
42477	1.1064	0.6547	1.0	0.7401	0.1322	0.1322	0
110	0.9288	0.1425	1.0	0.4356	0.0074	0.2913	0
1641	0.985	0.5263	1.0	0.3277	0.1889	0.4128	0
18	1.0835	0.3251	0.0	0.6761	0.0701	0.376	1
1337	0.9138	0.1724	1.0	0.3763	0.0366	0.2748	1
612	0.8873	0.2255	1.0	0.7818	0.0036	0.3339	1
80	0.9288	0.1425	1.0	0.7483	0.4105	0.4284	0
162	1.2063	0.5503	0.0	0.2821	0.4326	0.1217	0
37	1.1064	0.6547	1.0	0.3811	0.2655	0.2361	1
21	0.9555	0.8962	0.0	0.5899	0.0015	0.0241	1
34							1
5	0.9138	0.1724	0.0	0.4661	0.2991	0.2456	1
759	0.985	0.4361	0.0	0.8754	0.4018	0.2591	0
79							0
1	1.1545	0.309	0.0	0.3782	0.2883	0.1158	0
352	0.8668	0.2664	0.0	0.7495	0.4528	0.4627	1
1549							0
1043	0.3255	0.5771	1.0	0.1822	0.0895	0.4109	1
49	0.6561	0.5503	0.0	0.8057	0.0951	0.0464	0
537							1
120	2.3713	1.5988	0.0	0.277	0.1282	0.1502	1
8	1.291	0.0212	0.0	0.0	0.3239	0.3691	0
4							0
76	1.8517	1.1269	0.0	0.7155	0.0329	0.1009	1
60	1.1064	0.6547	1.0	0.8909	0.0573	0.0441	0
146	1.3095	0.185	1.0	0.2939	0.2726	0.4488	0
86							0
171	0.4679	1.3839	0.0	0.8713	0.0022	0.0406	0
32							0
44426							0
43	0.9288	0.1425	1.0	1.0673	0.1563	0.2656	1
255682	1.291	0.6349	1.0	0.2559	0.2415	0.2415	0
69	0.529	0.9419	0.0	0.3109	0.3261	0.1581	0
54	1.1005	0.6243	0.0	0.402	0.3039	0.3282	0
87							0
81	1.0835	0.3251	0.0	0.4118	0.3415	0.1139	0
87	0.9288	0.1425	0.0	0.526	0.1829	0.3244	0
54							0
687	0.4586	0.5263	1.0	0.2691	0.3224	0.2799	0
18650	0.9026	0.5771	1.0	0.9577	0.4009	0.4009	1
732	0.912	0.6869	1.0	0.2779	0.1262	0.2893	0
34	1.1457	0.1506	0.0	0.1705	0.4658	0.4474	0
27	1.5988	1.1717	1.0	0.6556	0.1888	0.1873	0
11	1.1353	0.6767	1.0	0.2572	0.3191	0.4763	0
18	1.0835	0.3251	0.0	0.388	0.1544	0.187	0
1	0.8668	0.2664	0.0	0.4704	0.1281	0.2848	0
60							1
1040	0.6561	0.5503	0.0	0.2639	0.2782	0.2659	1
265	0.912	0.6869	0.0	0.4842	0.0456	0.3038	1
57	1.1353	0.6767	1.0	0.5002	0.2778	0.0586	1
318							1
98							1
1429	1.062	0.5368	0.0	0.2494	0.0741	0.3176	0
12							0
115							0
95	0.9296	0.1407	0.0	0.4421	0.3469	0.0693	1
54							0
78	1.1353	0.1504	0.0	0.0	0.4148	0.1394	1
518							0
15	1.0835	0.3251	1.0	0.5106	0.3398	0.2295	0
36	1.0835	0.3251	1.0	0.4255	0.0354	0.4983	1
504	0.7249	0.2306	0.0	0.2106	0.0068	0.4056	1
1492	1.0	0.0	0.0	0.2984	0.0475	0.3065	0
59	0.4586	0.6767	1.0	0.3583	0.1304	0.1401	0
49	1.2962	0.1506	0.0	0.1376	0.221	0.2257	0
28731	0.9288	0.1425	0.0	0.204	0.4984	0.4984	0
25							0
1175	1.1457	0.1506	0.0	0.246	0.014	0.2728	0
83	1.1064	0.6547	1.0	0.4305	0.3855	0.4331	0
125326	2.3713	1.5988	0.0	0.1603	0.0674	0.0674	0
881	0.9026	0.5771	1.0	0.3277	0.195	0.2349	0
17	0.4271	0.6349	1.0	0.1815	0.3872	0.2028	0
75	0.985	0.4361	0.0	0.3014	0.4538	0.3456	0
230	0.5079	0.9007	0.0	0.2532	0.0016	0.121	0
24269	0.9026	0.5771	1.0	0.1902	0.4928	0.4928	0
21							0
261	1.1457	0.1506	0.0	0.5414	0.0069	0.4886	0
29419	1.8517	1.3839	0.0	1.0458	0.2198	0.2198	1
19	0.4517	0.6547	1.0	0.6513	0.0348	0.4256	1
1550	0.4586	0.9624	1.0	0.7074	0.4294	0.4402	0
383	0.985	0.5263	1.0	0.5764	0.0938	0.1232	0
25							0
286	0.9555	0.4876	0.0	0.2481	0.019	0.3368	0
31	0.7904	0.3832	0.0	0.6942	0.4815	0.4595	0
287	1.1064	0.1899	1.0	0.6662	0.2658	0.331	0
93	0.7904	0.3832	0.0	0.5537	0.367	0.3926	0
5	1.0862	0.1724	0.0	0.0	0.3168	0.0666	0
26	1.0835	0.3251	0.0	0.5633	0.2123	0.0355	0
54	0.4517	0.6547	1.0	0.2308	0.2279	0.362	1
31	1.1457	0.6939	1.0	0.1936	0.1574	0.058	0
314	0.8873	0.2255	1.0	0.4161	0.0444	0.2981	0
1082	1.062	0.5368	0.0	0.3965	0.3428	0.1952	0
14	1.4086	0.9007	0.0	0.5	0.0807	0.2948	1
2	1.2698	0.0212	0.0	0.1593	0.1848	0.4759	1
49182							0
34	0.7904	0.3832	1.0	0.6467	0.1324	0.201	0
155							0
857	1.1615	0.3231	0.0	0.2539	0.0302	0.2622	0
45	1.0835	0.3251	1.0	0.087	0.4368	0.4876	0
24	2.3713	1.5988	0.0	0.0	0.4057	0.0668	0
53	0.8385	0.3231	1.0	0.5029	0.431	0.4375	0
80	0.9026	0.5771	1.0	0.3897	0.0849	0.3897	0
51							0
38	1.8517	1.3839	0.0	0.0887	0.0889	0.2661	1
41							0
27							0
320	0.912	0.4848	1.0	0.3889	0.3851	0.2154	0
625							0
165	0.6545	0.3455	0.0	0.6888	0.1366	0.1963	1
105	1.1245	0.185	1.0	0.3783	0.0614	0.4533	0
131	0.8873	0.2255	1.0	0.437	0.3019	0.3516	0
88025	0.9288	0.1425	0.0	0.0839	0.4497	0.4497	0
33	1.1353	0.6767	1.0	0.2779	0.1229	0.3135	0
809							0
66530	1.8517	0.8962	0.0	0.2284	0.0951	0.0951	1
30	1.2063	0.5503	0.0	1.0435	0.043	0.4152	0
854	0.9026	0.5771	1.0	0.6423	0.0856	0.4686	1
23	0.4311	1.9401	0.0	0.1508	0.3113	0.2895	0
34	0.9026	0.5771	1.0	0.875	0.0815	0.4432	1
47	0.4586	0.5263	1.0	0.4936	0.0608	0.2943	1
31							1
44	1.3095	0.185	1.0	0.5673	0.2322	0.1556	1
39	0.9288	0.1425	0.0	0.3571	0.1055	0.1315	0
46	0.912	0.4848	1.0	0.5	0.262	0.3139	0
2008							0
117	0.4679	1.3839	0.0	0.5923	0.0374	0.1205	0
612	1.1457	0.1506	1.0	0.4178	0.3032	0.4503	0
612	1.062	0.6349	1.0	0.3112	0.2011	0.2315	0
149	1.1353	0.6767	1.0	0.394	0.0589	0.1638	0
962	0.4311	1.9401	0.0	0.4178	0.4056	0.3951	0
200	1.0835	0.3251	0.0	0.3429	0.4856	0.1752	0
11121	1.0835	0.3251	0.0	0.7084	0.284	0.284	0
228	0.529	0.9419	0.0	0.1477	0.1936	0.3574	0
78	2.3713	1.5988	0.0	0.1519	0.3083	0.1606	1
54	0.7249	1.1269	0.0	0.0	0.2749	0.4958	0
71956							0
50							0
9065	1.1245	0.185	0.0	0.316	0.1215	0.2196	0
829	0.8455	0.309	0.0	0.636	0.0111	0.3451	0
27	0.3255	0.984	1.0	0.2464	0.3799	0.3407	1
180	1.0	0.3455	1.0	0.3266	0.0842	0.3581	0
72653	0.4311	1.9401	0.0	0.1794	0.4744	0.4744	0
44931	0.9288	0.1425	1.0	0.5004	0.4886	0.4886	0
80	0.8668	0.2664	0.0	0.5179	0.4699	0.4081	1
22	0.8455	0.309	0.0	0.3175	0.4097	0.4855	0
43							0
1352	1.2698	0.0212	0.0	0.2531	0.0373	0.2622	0
17	0.8873	0.2255	1.0	0.2829	0.1562	0.4179	1
8310	0.9288	0.1425	1.0	0.3296	0.037	0.037	0
20	0.912	0.4848	1.0	0.2607	0.2057	0.2536	0
1494							0
30518	1.0835	0.3251	0.0	0.3388	0.4414	0.4414	0
1031	0.9138	0.1724	1.0	0.2137	0.1386	0.3801	0
644	0.8668	0.2664	0.0	0.33	0.0572	0.3289	0
79	0.9288	0.1425	1.0	0.4741	0.0397	0.1381	0
38	0.9296	0.1407	1.0	0.1062	0.099	0.1529	0
732	0.9296	0.1407	0.0	0.3454	0.3157	0.3157	1
46261	1.0835	0.3251	0.0	0.2319	0.4984	0.4984	0
713							1
996	1.0	0.0	0.0	0.2909	0.3343	0.2861	0
196	1.0835	0.3251	1.0	0.1557	0.0383	0.4062	1
188	1.0582	0.1163	0.0	0.35	0.087	0.362	0
162	0.4586	0.9624	1.0	0.7224	0.0292	0.349	1
114							0
29							1
16878	2.3713	1.1976	0.0	0.4074	0.2981	0.2981	0
42							0
696	0.8873	0.2255	0.0	0.276	0.0268	0.2663	1
46	0.9288	0.1425	0.0	0.3808	0.4393	0.1692	1
88	1.0835	0.3251	0.0	0.3731	0.2156	0.3785	0
691	0.529	0.9419	0.0	0.6374	0.0142	0.4261	1
55							0
7161	0.9138	0.1724	1.0	0.2939	0.4984	0.4984	0
83	0.8873	0.2255	1.0	0.1312	0.0368	0.2758	0
140	1.062	0.5368	0.0	0.529	0.2358	0.258	0
476	1.2698	0.0635	1.0	0.4579	0.162	0.4341	1
119	1.2962	0.1506	0.0	0.3429	0.4862	0.1432	0
1675	2.3713	1.1976	0.0	0.283	0.2874	0.3201	0
206							0
907	2.3713	1.9401	0.0	0.1547	0.0049	0.378	0
35	0.9288	0.1425	1.0	0.1675	0.2522	0.1744	0
10							0
123	1.291	0.0212	0.0	0.1139	0.0832	0.1273	0
38	0.4311	1.9401	0.0	0.6316	0.4817	0.2647	0
49	1.3455	0.3455	1.0	0.7326	0.0755	0.1497	0
47	0.8952	0.5475	0.0	0.2659	0.0815	0.385	1
532	0.912	0.6869	0.0	0.6981	0.0119	0.4336	0
24203	0.9296	0.1407	0.0	0.1902	0.4387	0.4387	1
99572	0.9288	0.1425	1.0	0.3438	0.3291	0.3291	0
247	0.8873	0.2255	0.0	0.3137	0.4996	0.382	0
339	1.062	0.5368	0.0	0.2925	0.1928	0.2562	0
112	0.8385	0.3231	0.0	0.4712	0.4082	0.3786	0
8	1.1457	0.1506	0.0	0.9558	0.4433	0.3629	0
936	1.3095	0.4069	0.0	0.1793	0.195	0.2836	0
174	1.0835	0.3251	0.0	0.2491	0.3286	0.2679	0
90	0.8873	0.2255	1.0	0.5205	0.2411	0.161	0
324	0.9288	0.1425	1.0	0.8235	0.0313	0.2773	0
154	1.291	0.0212	0.0	0.2882	0.3908	0.4206	0
8	1.1615	0.3231	0.0	0.3333	0.0949	0.443	0
74	0.985	0.4361	1.0	0.4209	0.4128	0.3984	0
100	1.4211	0.2857	0.0	0.4849	0.3673	0.372	0
5324	1.3095	0.4069	1.0	0.3805	0.3804	0.4098	0
31							0
21	0.9288	0.1425	1.0	0.7854	0.0189	0.3457	0
41							0
920	1.0835	0.3251	0.0	0.3844	0.1348	0.4357	0
6	0.6561	0.6349	1.0	0.4432	0.2869	0.2313	0
27	0.4762	0.6243	0.0	0.7719	0.1118	0.1936	0
7605							0
29	0.912	0.4848	1.0	0.4814	0.0846	0.4371	0
33	1.1353	0.6767	1.0	0.6625	0.0601	0.1074	0
111	0.4762	0.6243	0.0	0.7487	0.054	0.4795	1
325	1.0835	0.3251	1.0	0.4458	0.0004	0.0605	1
38	0.9418	0.1163	0.0	0.1882	0.1193	0.3724	0
29	1.1245	0.799	1.0	0.6022	0.2981	0.3816	0
62	0.9296	0.1407	0.0	0.5668	0.4369	0.439	0
26							0
762	1.4211	0.4361	0.0	0.35	0.3078	0.4938	1
26							0
249	0.9288	0.1425	0.0	0.4126	0.0239	0.4731	0
339	0.9288	0.1425	0.0	0.4073	0.0776	0.296	0
80	0.4586	0.9624	1.0	0.6681	0.4738	0.1016	0
518	0.8873	0.2255	1.0	0.4395	0.0002	0.1049	0
31							1
26							0
63	0.9288	0.1425	0.0	0.4051	0.2088	0.1156	0
12							0
34							1
1328	0.4311	0.0299	0.0	0.3744	0.0529	0.4699	0
779	0.7725	1.5988	0.0	0.8384	0.0032	0.0702	0
18	0.9026	0.4069	0.0	0.1379	0.0609	0.4908	0
61	0.4679	1.3839	0.0	0.2567	0.3804	0.3417	0
20	0.9288	0.1425	1.0	0.3741	0.3253	0.2089	0
59	0.9296	0.1407	0.0	0.5584	0.0971	0.3446	1
16							1
56	0.6545	0.6909	1.0	0.3848	0.0984	0.054	0
69	2.3713	1.1976	0.0	0.3396	0.0259	0.223	1
29							1
86	0.8873	0.2255	1.0	0.7204	0.0787	0.3677	0
4288	2.3713	1.5988	0.0	0.1011	0.2951	0.2951	0
7	0.6561	0.5503	0.0	0.2829	0.2122	0.4716	0
43	0.7904	0.3832	1.0	0.875	0.2864	0.2427	0
230	0.8873	0.2255	0.0	0.204	0.0652	0.2361	1
51	1.2698	0.0635	1.0	0.3692	0.2303	0.1398	1
85	1.291	0.0212	0.0	0.1869	0.3527	0.3527	0
113751	1.0	0.0	0.0	0.4843	0.3002	0.3002	1
81	0.4611	0.3114	0.0	0.2416	0.4759	0.3748	0
254							0
14912	0.7249	1.1269	0.0	0.6509	0.2886	0.2886	0
140							1
130	1.1332	0.2664	0.0	0.7495	0.0128	0.1691	1
42	0.8668	0.2664	0.0	0.4263	0.2997	0.3687	0
52	0.9288	0.1425	1.0	0.8958	0.2588	0.4142	0
32	0.4517	0.6547	1.0	0.3937	0.1908	0.2636	0
1304	0.6545	0.3455	0.0	0.3416	0.058	0.4695	0
14	1.2962	0.1506	1.0	0.096	0.1807	0.431	1
4182	1.1353	0.6767	1.0	0.9123	0.4997	0.4997	0
721	0.4311	1.9401	0.0	0.5527	0.1208	0.3616	0
444	0.4586	0.5263	1.0	0.3001	0.0083	0.201	1
160							0
43	1.0835	0.3251	0.0	0.3569	0.223	0.282	0
20	0.529	0.9419	0.0	0.2604	0.389	0.4266	0
8	0.9288	0.1425	1.0	0.5053	0.2054	0.0408	1
26	0.8952	0.5475	0.0	0.1961	0.2121	0.4357	0
2093	1.5988	0.6869	1.0	0.5453	0.4358	0.4358	1
40	0.7904	0.3832	0.0	0.7744	0.1326	0.1619	0
6166	1.1353	0.2857	0.0	0.6657	0.2471	0.2471	0
322	0.3255	0.5771	1.0	0.1212	0.384	0.2986	0
32	0.4311	1.9401	0.0	0.1944	0.3606	0.3879	0
17							0
72	0.6545	0.6909	0.0	0.7168	0.0905	0.4824	0
678	0.912	0.4848	1.0	0.2327	0.0507	0.2042	1
80	0.7725	1.5988	0.0	0.1772	0.3232	0.1677	1
108	0.8873	0.2255	0.0	0.205	0.0886	0.3026	0
76	0.9288	0.1425	1.0	0.4513	0.4162	0.2323	1
548	1.0835	0.3251	1.0	0.2085	0.2643	0.4264	0
90	0.7904	0.3832	1.0	0.5831	0.4992	0.4197	0
16	0.6561	0.6349	1.0	0.7835	0.2451	0.1989	1
97	0.6545	0.6909	0.0	0.8482	0.1702	0.4104	0
30	1.0835	0.3251	0.0	0.45	0.224	0.3656	0
1788	1.1245	0.185	0.0	0.2665	0.1819	0.2014	0
123	0.8873	0.2255	1.0	0.1391	0.3392	0.1103	1
3							0
87	1.1457	0.1506	0.0	0.1187	0.4319	0.2943	0
59	0.9296	0.1407	0.0	0.3715	0.0911	0.1392	0
86	1.0	0.3455	0.0	0.7646	0.1532	0.3541	0
79	0.9296	0.1407	0.0	0.5342	0.347	0.2929	0
102	1.1457	0.1506	1.0	0.2994	0.1052	0.2836	0
5							0
413	1.0	0.3455	0.0	0.888	0.0093	0.0992	0
121							0
45							1
112	0.8873	0.2255	1.0	0.2361	0.1554	0.4591	0
27	0.9288	0.1425	1.0	0.3214	0.4433	0.311	0
55	0.9288	0.1425	0.0	0.0	0.4149	0.1526	0
1990	0.9288	0.1425	1.0	0.739	0.0041	0.0931	0
321	2.3713	1.1976	0.0	0.526	0.189	0.4785	0
268	0.912	0.4848	1.0	0.8682	0.0108	0.4144	1
3548	1.3455	0.3455	0.0	0.1076	0.4932	0.412	0
698							0
246	1.0862	0.1724	0.0	0.2685	0.0537	0.3808	0
1914	1.291	0.6349	1.0	0.2835	0.0178	0.4959	0
49	1.0	0.0	0.0	0.4169	0.3662	0.4131	0
167							0
62	0.7725	0.3114	0.0	0.2857	0.4544	0.2281	1
181							0
10							0
17	0.7249	0.2306	0.0	0.1323	0.0718	0.4841	0
94	0.529	0.9419	0.0	0.3661	0.3815	0.4716	0
41	0.7904	0.3832	1.0	0.468	0.0785	0.3848	1
1055							0
262448	1.5988	0.5368	1.0	0.207	0.2139	0.2139	0
17							1
74	1.0835	0.3251	0.0	0.8504	0.0004	0.0592	0
90	1.1005	0.6243	1.0	0.4289	0.282	0.4773	1
60	0.9288	0.1425	1.0	0.1804	0.4656	0.3208	0
608	1.1245	0.185	0.0	0.8226	0.0325	0.3132	1
97							1
353	0.7725	1.5988	0.0	0.7495	0.4521	0.4635	1
176	0.7725	0.3114	0.0	0.2651	0.4302	0.0508	0
49200	1.8517	1.3839	0.0	0.5018	0.2777	0.2777	0
57	0.6561	0.4444	1.0	0.818	0.3437	0.3784	1
19	1.0	0.0	0.0	0.5902	0.2951	0.3708	0
38	0.912	0.4848	1.0	0.2859	0.0182	0.2252	1
34							0
750	1.1457	0.0393	0.0	0.1995	0.3802	0.3357	0
91							0
51	0.8952	0.5475	1.0	0.5833	0.039	0.185	0
35	1.1245	0.185	0.0	0.8314	0.4395	0.2058	0
98							0
6							0
437	1.1457	0.1506	1.0	0.5839	0.1793	0.2775	1
511	1.0	0.0	0.0	0.2048	0.1659	0.4612	0
1170	1.1245	0.185	1.0	0.9467	0.4631	0.4631	0
17							0
72	1.2063	0.5503	0.0	0.4357	0.1995	0.356	0
50118							0
692	1.062	0.5368	0.0	0.5612	0.2661	0.0644	1
64	1.1615	0.3231	1.0	0.0	0.3157	0.256	0
39	0.9026	0.5771	1.0	0.3024	0.1225	0.1582	1
660	0.6561	0.5503	0.0	0.5617	0.0171	0.3313	1
12491	0.9026	0.4069	0.0	0.1864	0.3764	0.3764	0
32	1.0862	0.1724	0.0	0.6058	0.4012	0.2706	1
25	0.6561	0.5503	0.0	0.4008	0.4635	0.1851	0
53	0.8952	0.5475	0.0	0.4016	0.1215	0.4944	0
42	0.985	0.4361	1.0	0.2284	0.4592	0.2247	0
74	1.471	0.9419	0.0	0.3199	0.2814	0.1546	1
46							1
507	0.9288	0.1425	0.0	0.2916	0.0378	0.4116	0
571	0.7249	0.2306	0.0	0.3137	0.4983	0.464	1
17							0
86							0
1638	0.7249	0.2306	1.0	0.3277	0.1889	0.4133	1
47							0
18746	0.4762	0.6243	1.0	0.9577	0.4442	0.4442	1
130							0
253							0
61	0.7725	1.5988	0.0	0.3713	0.2267	0.4157	0
487	1.1353	0.6767	1.0	0.3402	0.0235	0.4845	1
51							0
28	0.4271	0.4848	1.0	0.4872	0.4165	0.0885	0
68	1.1005	0.1058	0.0	0.3294	0.2829	0.1169	0
28							1
22							0
10	0.8873	0.2255	1.0	0.9624	0.1552	0.2734	0
7	0.4611	0.3114	0.0	0.1773	0.1229	0.2638	0
37							0
439	1.4427	0.5475	1.0	0.1702	0.105	0.2628	0
4							1
53	1.0712	0.1425	1.0	0.352	0.4624	0.1752	0
27	1.0835	0.3251	0.0	0.3	0.1089	0.3768	1
76	0.8455	0.309	0.0	0.1667	0.08	0.1114	0
104							0
14	0.4679	1.3839	0.0	0.2628	0.0044	0.0657	0
28	1.1353	0.6767	1.0	0.1567	0.134	0.4863	1
97	1.1457	0.1506	0.0	0.5519	0.3006	0.1039	1
43	0.6561	0.5503	0.0	0.3272	0.1264	0.1652	1
17	1.0835	0.3251	0.0	0.4122	0.4519	0.2261	0
752	0.7249	1.1269	0.0	0.2261	0.3277	0.2606	0
43							0
302	0.6561	0.6349	1.0	0.7495	0.4878	0.4212	0
7							0
38	0.8668	0.2664	0.0	0.3034	0.2817	0.2174	0
49							0
125483	0.9288	0.1425	1.0	0.1603	0.2977	0.2977	0
31	1.1353	0.6767	1.0	0.1932	0.0032	0.4274	0
10							0
242							0
8	0.9026	0.5771	1.0	1.0461	0.0843	0.2736	0
26	1.0	0.0	0.0	0.3983	0.1326	0.4944	1
1417	0.912	0.4848	1.0	0.7409	0.0078	0.2141	1
104	1.1064	0.0393	0.0	0.0886	0.1997	0.3024	0
1	0.8668	0.2664	0.0	0.1482	0.2129	0.4202	0
96	0.8668	0.2664	0.0	0.4573	0.0151	0.2477	0
48	1.1127	0.2255	0.0	0.875	0.0818	0.4461	1
10	1.1127	0.2255	1.0	0.1571	0.2239	0.3726	0
129	0.7904	0.3832	1.0	0.2426	0.0608	0.4453	0
124548	1.0835	0.3251	1.0	0.1448	0.2466	0.2466	0
441	0.4311	1.9401	0.0	0.7465	0.2408	0.2408	0
443	1.062	0.5368	0.0	0.0981	0.2769	0.256	0
678	0.4271	0.6349	1.0	0.2436	0.4051	0.4851	0
160	0.4517	0.6547	1.0	0.7235	0.1504	0.2433	1
14							1
52	1.1353	0.6767	1.0	0.3063	0.1047	0.3504	0
245	1.1332	0.2664	0.0	0.1387	0.377	0.135	0
579	0.4271	1.1717	1.0	0.7818	0.0037	0.3437	1
6	0.4762	0.6243	1.0	0.4622	0.3265	0.389	0
10	1.0712	0.1425	0.0	0.9558	0.476	0.4497	0
47	1.1245	0.185	1.0	0.6437	0.2052	0.2836	0
80	0.4311	1.9401	0.0	0.2922	0.4364	0.4742	0
89							1
15	0.8873	0.2255	0.0	0.6555	0.2404	0.409	0
46	1.0582	0.1163	0.0	0.2585	0.0178	0.156	0
104	0.9288	0.1425	1.0	0.389	0.0018	0.3605	0
8							1
27							0
1560	1.1332	0.2664	0.0	0.2665	0.1792	0.1777	0
8	0.4517	0.6547	1.0	0.0	0.4374	0.2035	0
13	0.9288	0.1425	1.0	0.5805	0.3113	0.48	0
11							0
15	1.8517	1.1269	0.0	0.2324	0.1675	0.3335	0
51							0
78	1.062	0.5368	0.0	0.2534	0.0012	0.0223	1
897	1.0835	0.3251	0.0	0.2691	0.3575	0.3172	1
20	0.7904	0.3832	0.0	0.3848	0.0992	0.0606	0
227	0.9418	0.1163	0.0	0.2143	0.1179	0.2674	0
25	0.7249	0.2306	0.0	0.457	0.1727	0.4015	1
104	0.9138	0.1724	0.0	0.2068	0.2886	0.0732	0
64	1.0712	0.1425	0.0	0.1144	0.1639	0.336	0
53							0
54							1
152	0.4762	0.1799	0.0	0.251	0.1371	0.1651	0
737	1.2962	0.1899	0.0	0.1236	0.4104	0.2746	0
28							1
37	1.0704	0.1407	0.0	0.7902	0.0061	0.0561	0
180	1.4211	0.4361	0.0	0.7011	0.308	0.1349	0
357	1.0	0.3455	0.0	0.682	0.0317	0.4262	0
477							0
113	0.7725	0.3114	0.0	0.2427	0.3001	0.2559	0
34	1.2962	0.1506	1.0	0.3779	0.0747	0.2436	0
18	0.8873	0.2255	0.0	0.3687	0.4589	0.4122	1
47	0.8873	0.2255	1.0	0.7374	0.1475	0.2027	1
211							0
39							1
162	1.1353	0.6767	1.0	0.2908	0.2873	0.255	0
635	1.1064	0.6547	1.0	0.4105	0.3572	0.3785	0
460	0.9026	0.5771	1.0	0.6319	0.0461	0.2955	0
17	2.3713	1.1976	0.0	0.1517	0.4952	0.433	0
98							0
47701	1.0862	0.1724	0.0	0.1104	0.4899	0.4899	0
107							0
471	0.9288	0.1425	0.0	0.2426	0.3651	0.4528	1
